statefips,countyfips,metrofips,display_level,geo_area,year,initiative,naics_title,naics_code,jobs
00,000,21780,2,Evansville MSA,2024,TechPoint,Custom Computer Programming Services,541511,190.265966984
00,000,21780,2,Evansville MSA,2024,TechPoint,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,157.767216196
00,000,21780,2,Evansville MSA,2024,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,155.753050675
00,000,21780,2,Evansville MSA,2024,TechPoint,Computer Facilities Management Services,541513,95.7945480519
00,000,21780,2,Evansville MSA,2024,TechPoint,Telecommunications Resellers,517121,77.5484533362
00,000,21780,2,Evansville MSA,2024,TechPoint,Book Publishers,513130,59.9278160521
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,Motor Vehicle Manufacturing,3361,3728.14126269
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,General Freight Trucking,4841,3726.963884031
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,Plastics Product Manufacturing,3261,3410.5746158740903
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,Motor Vehicle Parts Manufacturing,3363,3367.9323835534196
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,Insurance Carriers,5241,3355.1104508711005
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,Warehousing and Storage,4931,2999.2281426069003
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,Management of Companies and Enterprises,5511,2434.9322172633
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,2375.0407544939303
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,Depository Credit Intermediation,5221,2130.0068935712
00,000,23060,2,Fort Wayne MSA,2024,Advanced & Traded Industries,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",3345,2053.7366333064997
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,Other Snack Food Manufacturing,311919,817.905484819
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,484.860834046
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,Ice Cream and Frozen Dessert Manufacturing,311520,484.044435887
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,Fluid Milk Manufacturing,311511,458.63409218
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,General Line Grocery Merchant Wholesalers,424410,308.917501798
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,Refrigerated Warehousing and Storage,493120,230.137768949
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,Animal Production and Aquaculture,112000,220.831779129
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,Crop Production,111000,215.374450625
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,Commercial Bakeries,311812,208.42986044
00,000,23060,3,Fort Wayne MSA,2024,AgriNovus,Farm Supplies Merchant Wholesalers,424910,198.057934382
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,Surgical and Medical Instrument Manufacturing,339112,897.502837149
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,381.80741422
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,274.65630683802397
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,167.160896618408
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,113.453832787596
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,106.11743857668
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,Medical Laboratories,621511,73.6799823966
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,Fertilizer (Mixing Only) Manufacturing,325314,29.5978324644
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,Testing Laboratories and Services,541380,28.078502279776
00,000,23060,2,Fort Wayne MSA,2024,BioCrossroads,Ethyl Alcohol Manufacturing,325193,19.124716141
00,000,23060,3,Fort Wayne MSA,2024,Conexus,Motor Vehicle Manufacturing,3361,3728.14126269
00,000,23060,3,Fort Wayne MSA,2024,Conexus,General Freight Trucking,4841,3726.963884031
00,000,23060,3,Fort Wayne MSA,2024,Conexus,Plastics Product Manufacturing,3261,3410.5746158740903
00,000,23060,3,Fort Wayne MSA,2024,Conexus,Motor Vehicle Parts Manufacturing,3363,3367.9323835534196
00,000,23060,3,Fort Wayne MSA,2024,Conexus,Warehousing and Storage,4931,2999.2281426069003
00,000,23060,3,Fort Wayne MSA,2024,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1793.74162443307
00,000,23060,3,Fort Wayne MSA,2024,Conexus,Couriers and Express Delivery Services,4921,1635.61255417
00,000,23060,3,Fort Wayne MSA,2024,Conexus,Rubber Product Manufacturing,3262,1542.633567084919
00,000,23060,3,Fort Wayne MSA,2024,Conexus,Steel Product Manufacturing from Purchased Steel,3312,1462.3541498298
00,000,23060,3,Fort Wayne MSA,2024,Conexus,Metalworking Machinery Manufacturing,3335,1349.182451569
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Insurance Agencies and Brokerages,524210,2286.49400692
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Direct Life Insurance Carriers,524113,1493.6870742200001
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Direct Property and Casualty Insurance Carriers,524126,1382.64666882
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Credit Unions,522130,1092.90513583
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Commercial Banking,522110,941.571185487
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,549.640977437
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Real Estate Credit,522292,486.973863411
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Direct Health and Medical Insurance Carriers,524114,250.969329477
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Investment Banking and Securities Intermediation,523150,229.527969199
00,000,23060,2,Fort Wayne MSA,2024,Finance & Insurance,Reinsurance Carriers,524130,191.756760214
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,General Medical and Surgical Hospitals,622110,17319.8615352
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,3516.01927195
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,Nursing Care Facilities (Skilled Nursing Facilities),623110,3448.18479904
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,Home Health Care Services,621610,2741.54821063
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,Offices of Dentists,621210,1793.2499094
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,950.1132283
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,Offices of Mental Health Practitioners (except Physicians),621330,573.098225895
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,Outpatient Mental Health and Substance Abuse Centers,621420,459.100491593
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,Residential Mental Health and Substance Abuse Facilities,623220,390.077622396
00,000,23060,2,Fort Wayne MSA,2024,Healthcare,Freestanding Ambulatory Surgical and Emergency Centers,621493,331.298564068
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,Other Measuring and Controlling Device Manufacturing,334519,1216.20717457
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",334511,712.631874113
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,643.085089784
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,Wired Telecommunications Carriers,517111,577.429951733
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,Computer Systems Design Services,541512,563.591729383
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,Custom Computer Programming Services,541511,531.363861281
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,274.669422785
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,196.613359656
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,165.841855964
00,000,23060,2,Fort Wayne MSA,2024,TechPoint,Other Computer Related Services,541519,147.617219286
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Warehousing and Storage,4931,42032.50735319237
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Computer Systems Design and Related Services,5415,19324.965281213
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Pharmaceutical and Medicine Manufacturing,3254,16730.3451192498
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,16359.773704618998
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Couriers and Express Delivery Services,4921,14738.4635104
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,General Freight Trucking,4841,14540.33925692
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Management of Companies and Enterprises,5511,14260.3445546764
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Insurance Carriers,5241,13280.5764977311
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,"Management, Scientific, and Technical Consulting Services",5416,11234.106764141
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,"Architectural, Engineering, and Related Services",5413,11012.0622780384
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Crop Production,111000,1982.76384213
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,General Line Grocery Merchant Wholesalers,424410,1902.08607873
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Soft Drink Manufacturing,312111,1593.59934222
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Commercial Bakeries,311812,1512.28184153
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,424820,1468.56872099
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Refrigerated Warehousing and Storage,493120,1352.33654431
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Fluid Milk Manufacturing,311511,1352.2612164
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,"Frozen Cakes, Pies, and Other Pastries Manufacturing",311813,1141.25039131
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Other Grocery and Related Products Merchant Wholesalers,424490,1002.01199792
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Breweries,312120,832.49788574
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Pharmaceutical Preparation Manufacturing,325412,14038.1469766
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,3419.8694123421196
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Medical Laboratories,621511,3335.40952655
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,In-Vitro Diagnostic Substance Manufacturing,325413,2584.46582336
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Surgical Appliance and Supplies Manufacturing,339113,1573.02485628
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,1392.88196384613
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,1358.73020351736
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,1355.43133526
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,655.942432099324
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Surgical and Medical Instrument Manufacturing,339112,630.818089006
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,Warehousing and Storage,4931,42032.50735319237
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,Pharmaceutical and Medicine Manufacturing,3254,16730.345119249796
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,Couriers and Express Delivery Services,4921,14738.4635104
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,General Freight Trucking,4841,14540.33925692
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,Motor Vehicle Parts Manufacturing,3363,9643.119208545
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,8278.827595243001
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,7630.729743235899
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,"Management, Scientific, and Technical Consulting Services",5416,4914.50400423
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,Printing and Related Support Activities,3231,4577.8916439975
00,000,26900,3,Indianapolis-Carmel-Greenwood MSA,2024,Conexus,Grocery and Related Product Merchant Wholesalers,4244,4479.8899181591
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Insurance Agencies and Brokerages,524210,12897.3608274
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Commercial Banking,522110,6186.46447716
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Direct Property and Casualty Insurance Carriers,524126,5384.27457111
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Direct Life Insurance Carriers,524113,3733.40636567
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Direct Health and Medical Insurance Carriers,524114,3653.67106242
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Investment Banking and Securities Intermediation,523150,3236.88834027
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,2755.66916227
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Third-Party Administration of Insurance and Pension Funds,524292,2477.43929164
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Real Estate Credit,522292,1689.6993869
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,"International, Secondary Market, and All Other Nondepository Credit Intermediation",522299,1450.74886516
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,General Medical and Surgical Hospitals,622110,38146.6762876
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,25360.0286977
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Home Health Care Services,621610,15277.2022815
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Nursing Care Facilities (Skilled Nursing Facilities),623110,12155.6368893
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Offices of Dentists,621210,7462.11043606
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,5894.06506943
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,3620.90566366
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Medical Laboratories,621511,3335.40952655
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Offices of Mental Health Practitioners (except Physicians),621330,3037.48252333
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Residential Intellectual and Developmental Disability Facilities,623210,2900.9904013
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Computer Systems Design Services,541512,10087.2389945
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Custom Computer Programming Services,541511,8164.91367453
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,1977.37591966
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,1807.46428714
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Software Publishers,513210,1156.43331497
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,1138.02804764
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,1006.9099175
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",334513,1003.4159619
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Wired Telecommunications Carriers,517111,972.418724772
00,000,26900,2,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Book Publishers,513130,787.538867553
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,Motor Vehicle Parts Manufacturing,3363,7097.802797516903
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,Nonferrous Metal (except Aluminum) Production and Processing,3314,703.365596231
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,Depository Credit Intermediation,5221,406.433184445
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,Couriers and Express Delivery Services,4921,330.169886951
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,General Freight Trucking,4841,249.1885648617
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,Metalworking Machinery Manufacturing,3335,229.72756061400003
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,Fruit and Vegetable Preserving and Specialty Food Manufacturing,3114,221.257262467
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,203.57799395354
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,Miscellaneous Nondurable Goods Merchant Wholesalers,4249,193.5747944088
00,000,29020,2,Kokomo MSA,2024,Advanced & Traded Industries,Other Electrical Equipment and Component Manufacturing,3359,147.57165299378102
00,000,29020,3,Kokomo MSA,2024,AgriNovus,Frozen Specialty Food Manufacturing,311412,221.257262467
00,000,29020,3,Kokomo MSA,2024,AgriNovus,Soft Drink Manufacturing,312111,78.5311971444
00,000,29020,3,Kokomo MSA,2024,AgriNovus,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,76.9026171417
00,000,29020,3,Kokomo MSA,2024,AgriNovus,Beer and Ale Merchant Wholesalers,424810,51.7711584229
00,000,29020,3,Kokomo MSA,2024,AgriNovus,Animal Production and Aquaculture,112000,51.1915576
00,000,29020,3,Kokomo MSA,2024,AgriNovus,Crop Production,111000,39.1666662113
00,000,29020,3,Kokomo MSA,2024,AgriNovus,Grain and Field Bean Merchant Wholesalers,424510,26.9195516154
00,000,29020,3,Kokomo MSA,2024,AgriNovus,Retail Bakeries,311811,26.811055163
00,000,29020,3,Kokomo MSA,2024,AgriNovus,General Line Grocery Merchant Wholesalers,424410,24.335989751
00,000,29020,3,Kokomo MSA,2024,AgriNovus,Farm Labor Contractors and Crew Leaders,115115,16.834404173
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,Medical Laboratories,621511,58.6588052409
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,Research and Development in Biotechnology (except Nanobiotechnology),541714,8.3204785342
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,Farm Supplies Merchant Wholesalers,424910,7.4618339500152
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,Testing Laboratories and Services,541380,6.3939683125616
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,5.14077429567573
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,3.83933508210182
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,Drugs and Druggists' Sundries Merchant Wholesalers,424210,0.761199939685608
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,Wet Corn Milling and Starch Manufacturing,311221,0
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,Ethyl Alcohol Manufacturing,325193,0
00,000,29020,2,Kokomo MSA,2024,BioCrossroads,Artificial and Synthetic Fibers and Filaments Manufacturing,325220,0
00,000,29020,3,Kokomo MSA,2024,Conexus,Motor Vehicle Parts Manufacturing,3363,7097.802797516903
00,000,29020,3,Kokomo MSA,2024,Conexus,Nonferrous Metal (except Aluminum) Production and Processing,3314,703.365596231
00,000,29020,3,Kokomo MSA,2024,Conexus,Couriers and Express Delivery Services,4921,330.169886951
00,000,29020,3,Kokomo MSA,2024,Conexus,General Freight Trucking,4841,249.1885648617
00,000,29020,3,Kokomo MSA,2024,Conexus,Metalworking Machinery Manufacturing,3335,229.727560614
00,000,29020,3,Kokomo MSA,2024,Conexus,Fruit and Vegetable Preserving and Specialty Food Manufacturing,3114,221.257262467
00,000,29020,3,Kokomo MSA,2024,Conexus,Miscellaneous Nondurable Goods Merchant Wholesalers,4249,193.5747944088
00,000,29020,3,Kokomo MSA,2024,Conexus,Other Electrical Equipment and Component Manufacturing,3359,147.57165299378102
00,000,29020,3,Kokomo MSA,2024,Conexus,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,141.822710936881
00,000,29020,3,Kokomo MSA,2024,Conexus,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,4236,121.3556909225
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,Commercial Banking,522110,281.08431966
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,Insurance Agencies and Brokerages,524210,199.937896966
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,Credit Unions,522130,114.080372312
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,Portfolio Management and Investment Advice,523940,108.25
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,Investment Banking and Securities Intermediation,523150,61.5833333333
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,Direct Property and Casualty Insurance Carriers,524126,21.7700257714
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,"International, Secondary Market, and All Other Nondepository Credit Intermediation",522299,17.1239067515
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,Consumer Lending,522291,11.994216701
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,Savings Institutions and Other Depository Credit Intermediation,522180,11.268492473
00,000,29020,2,Kokomo MSA,2024,Finance & Insurance,Real Estate Credit,522292,10.2588658426
00,000,29020,2,Kokomo MSA,2024,Healthcare,General Medical and Surgical Hospitals,622110,1448.76852292
00,000,29020,2,Kokomo MSA,2024,Healthcare,Nursing Care Facilities (Skilled Nursing Facilities),623110,682.124312339
00,000,29020,2,Kokomo MSA,2024,Healthcare,Offices of Dentists,621210,393.215309815
00,000,29020,2,Kokomo MSA,2024,Healthcare,Offices of Physicians (except Mental Health Specialists),621111,308.259139647
00,000,29020,2,Kokomo MSA,2024,Healthcare,Home Health Care Services,621610,263.997290066
00,000,29020,2,Kokomo MSA,2024,Healthcare,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,232.896093163
00,000,29020,2,Kokomo MSA,2024,Healthcare,Outpatient Mental Health and Substance Abuse Centers,621420,143.393699996
00,000,29020,2,Kokomo MSA,2024,Healthcare,Offices of Optometrists,621320,104.024110316
00,000,29020,2,Kokomo MSA,2024,Healthcare,Offices of Mental Health Practitioners (except Physicians),621330,103.61683728
00,000,29020,2,Kokomo MSA,2024,Healthcare,Residential Mental Health and Substance Abuse Facilities,623220,103.136173012
00,000,29020,2,Kokomo MSA,2024,TechPoint,Custom Computer Programming Services,541511,54.3861468953
00,000,29020,2,Kokomo MSA,2024,TechPoint,Wired Telecommunications Carriers,517111,50.8724717746
00,000,29020,2,Kokomo MSA,2024,TechPoint,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,42.0215593785
00,000,29020,2,Kokomo MSA,2024,TechPoint,Wireless Telecommunications Carriers (except Satellite),517112,40.7152624787
00,000,29020,2,Kokomo MSA,2024,TechPoint,Computer Systems Design Services,541512,22.6789768645
00,000,29020,2,Kokomo MSA,2024,TechPoint,Electronic and Precision Equipment Repair and Maintenance,811210,20.0343274003
00,000,29020,2,Kokomo MSA,2024,TechPoint,Book Publishers,513130,14.9519333051
00,000,29020,2,Kokomo MSA,2024,TechPoint,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,13.7183122069
00,000,29020,2,Kokomo MSA,2024,TechPoint,Audio and Video Equipment Manufacturing,334310,10.9320608756
00,000,29020,2,Kokomo MSA,2024,TechPoint,Newspaper Publishers,513110,7.50425274333
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,Motor Vehicle Manufacturing,3361,5991.98321982
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,Motor Vehicle Body and Trailer Manufacturing,3362,3125.2523372546
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,2659.1096400290003
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,Animal Slaughtering and Processing,3116,1611.9960686
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,1092.8839466914
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,Alumina and Aluminum Production and Processing,3313,1018.8328062134
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,General Freight Trucking,4841,884.6889258000001
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,Depository Credit Intermediation,5221,850.6598648841
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,Scientific Research and Development Services,5417,694.091512798289
00,000,29200,2,Lafayette-West Lafayette MSA,2024,Advanced & Traded Industries,"Agencies, Brokerages, and Other Insurance Related Activities",5242,678.72511391528
00,000,29200,3,Lafayette-West Lafayette MSA,2024,AgriNovus,Animal (except Poultry) Slaughtering,311611,1611.9960686
00,000,29200,3,Lafayette-West Lafayette MSA,2024,AgriNovus,Pesticide and Other Agricultural Chemical Manufacturing,325320,653.030392916
